ProductID,urlName,Description,url
700001,ColonLYTELY,"ColonLYTELY Powder",http://www.mydr.com.au/medicines/cmis/colonlytely-powder
730001,Duphalac,"Duphalac Oral liquid",http://www.mydr.com.au/medicines/cmis/duphalac-oral-liquid
740001,Dulcolax,"Dulcolax Tablets",http://www.mydr.com.au/medicines/cmis/dulcolax-tablets
740002,Dulcolax,"Dulcolax Suppositories",http://www.mydr.com.au/medicines/cmis/dulcolax-suppositories
860001,Microlax,"Microlax Enema",http://www.mydr.com.au/medicines/cmis/microlax-enema
880001,Parachoc,"Parachoc Liquid",http://www.mydr.com.au/medicines/cmis/parachoc-liquid
920001,"Auro-Montelukast Tabs","Auro-Montelukast Tabs Chewable tablets",http://www.mydr.com.au/medicines/cmis/auro-montelukast-tabs-chewable-tablets
960001,Dipentum,"Dipentum Capsules",http://www.mydr.com.au/medicines/cmis/dipentum-capsules
960002,Dipentum,"Dipentum Tablets",http://www.mydr.com.au/medicines/cmis/dipentum-tablets
990001,"Imodium Capsules, Caplets and Melts","Imodium Capsules",http://www.mydr.com.au/medicines/cmis/imodium-capsules
990003,"Imodium Capsules, Caplets and Melts","Imodium Melts tablets",http://www.mydr.com.au/medicines/cmis/imodium-melts-tablets
1040001,Lomotil,"Lomotil Tablets",http://www.mydr.com.au/medicines/cmis/lomotil-tablets
1050001,Mesasal,"Mesasal Tablets",http://www.mydr.com.au/medicines/cmis/mesasal-tablets
1060001,"Salazopyrin and Salazopyrin EN Tablets","Salazopyrin Tablets",http://www.mydr.com.au/medicines/cmis/salazopyrin-tablets
1060002,"Salazopyrin and Salazopyrin EN Tablets","Salazopyrin EN-tabs",http://www.mydr.com.au/medicines/cmis/salazopyrin-en-tabs
1150001,Zoltrip,"Zoltrip Tablets",http://www.mydr.com.au/medicines/cmis/zoltrip-tablets
1210001,"Candesartan RBX","Candesartan RBX Tablets",http://www.mydr.com.au/medicines/cmis/candesartan-rbx-tablets
1240001,"Colifoam Rectal Foam","Colifoam Rectal Foam",http://www.mydr.com.au/medicines/cmis/colifoam-rectal-foam
1270001,"Predsol Retention Enema, Suppositories","Predsol Retention Enema",http://www.mydr.com.au/medicines/cmis/predsol-retention-enema
1270002,"Predsol Retention Enema, Suppositories","Predsol Suppositories",http://www.mydr.com.au/medicines/cmis/predsol-suppositories
1300001,"Proctosedyl Ointment","Proctosedyl Ointment",http://www.mydr.com.au/medicines/cmis/proctosedyl-ointment
1340002,Xyloproct,"Xyloproct Ointment",http://www.mydr.com.au/medicines/cmis/xyloproct-ointment
1350001,"Adalat 10, Adalat 20","Adalat 10, Adalat 20 Tablets",http://www.mydr.com.au/medicines/cmis/adalat-10-adalat-20-tablets
1380001,Aldomet,"Aldomet Tablets",http://www.mydr.com.au/medicines/cmis/aldomet-tablets
1390001,Alphapress,"Alphapress Tablets",http://www.mydr.com.au/medicines/cmis/alphapress-tablets
1400001,Amprace,"Amprace Tablets",http://www.mydr.com.au/medicines/cmis/amprace-tablets
1410001,Anpec,"Anpec Tablets",http://www.mydr.com.au/medicines/cmis/anpec-tablets
1420002,Apresoline,"Apresoline Powder for injection",http://www.mydr.com.au/medicines/cmis/apresoline-powder-for-injection
1430001,Capoten,"Capoten Tablets",http://www.mydr.com.au/medicines/cmis/capoten-tablets
1430002,Capoten,"Capoten Oral solution",http://www.mydr.com.au/medicines/cmis/capoten-oral-solution
1450002,"Catapres 150 Tablets and Catapres Ampoules","Catapres 150 Tablets",http://www.mydr.com.au/medicines/cmis/catapres-150-tablets
1450003,"Catapres 150 Tablets and Catapres Ampoules","Catapres Ampoules",http://www.mydr.com.au/medicines/cmis/catapres-ampoules
1460001,"Candesartan HCTZ RBX","Candesartan HCTZ RBX 16/12.5 Tablets",http://www.mydr.com.au/medicines/cmis/candesartan-hctz-rbx-16-12-5-tablets
1460002,"Candesartan HCTZ RBX","Candesartan HCTZ RBX 32/12.5 Tablets",http://www.mydr.com.au/medicines/cmis/candesartan-hctz-rbx-32-12-5-tablets
1460003,"Candesartan HCTZ RBX","Candesartan HCTZ RBX 32/25 Tablets",http://www.mydr.com.au/medicines/cmis/candesartan-hctz-rbx-32-25-tablets
1480001,"Cordilox SR","Cordilox SR Sustained release tablets",http://www.mydr.com.au/medicines/cmis/cordilox-sr-sustained-release-tablets
1490002,Coversyl,"Coversyl Tablets",http://www.mydr.com.au/medicines/cmis/coversyl-tablets
1500001,Dapa-Tabs,"Dapa-Tabs Tablets",http://www.mydr.com.au/medicines/cmis/dapa-tabs-tablets
1510001,"DBL Diazoxide Injection BP","DBL Diazoxide Injection BP",http://www.mydr.com.au/medicines/cmis/dbl-diazoxide-injection-bp
1540001,Hydopa,"Hydopa Tablets",http://www.mydr.com.au/medicines/cmis/hydopa-tablets
1570001,Isoptin,"Isoptin (immediate release) tablets",http://www.mydr.com.au/medicines/cmis/isoptin-immediate-release-tablets
1580001,"Isoptin SR","Isoptin SR Tablets",http://www.mydr.com.au/medicines/cmis/isoptin-sr-tablets
1590001,Loniten,"Loniten Tablets",http://www.mydr.com.au/medicines/cmis/loniten-tablets
1600001,Minipress,"Minipress Tablets",http://www.mydr.com.au/medicines/cmis/minipress-tablets
1610001,Natrilix,"Natrilix Tablets",http://www.mydr.com.au/medicines/cmis/natrilix-tablets
1630001,"Plendil ER","Plendil ER Sustained release tablets",http://www.mydr.com.au/medicines/cmis/plendil-er-sustained-release-tablets
1640001,Presolol,"Presolol Tablets",http://www.mydr.com.au/medicines/cmis/presolol-tablets
1650001,Prinivil,"Prinivil Tablets",http://www.mydr.com.au/medicines/cmis/prinivil-tablets
1660001,Renitec,"Renitec Tablets",http://www.mydr.com.au/medicines/cmis/renitec-tablets
1660002,Renitec,"Renitec M Tablets",http://www.mydr.com.au/medicines/cmis/renitec-m-tablets
1660003,Renitec,"Renitec 20 Tablets",http://www.mydr.com.au/medicines/cmis/renitec-20-tablets
1680001,Trandate,"Trandate Tablets",http://www.mydr.com.au/medicines/cmis/trandate-tablets
1690001,"Paracetamol Kabi","Paracetamol Kabi Solution for infusion",http://www.mydr.com.au/medicines/cmis/paracetamol-kabi-solution-for-infusion
1710001,"Veracaps SR","Veracaps SR Capsules",http://www.mydr.com.au/medicines/cmis/veracaps-sr-capsules
1720001,Zestril,"Zestril Tablets",http://www.mydr.com.au/medicines/cmis/zestril-tablets
1730001,Aratac,"Aratac Tablets",http://www.mydr.com.au/medicines/cmis/aratac-tablets
1750001,"Cordarone X","Cordarone X Tablets",http://www.mydr.com.au/medicines/cmis/cordarone-x-tablets
1760001,"Cordarone X Intravenous Injection","Cordarone X Intravenous Injection",http://www.mydr.com.au/medicines/cmis/cordarone-x-intravenous-injection
1780001,Piptaz,"Piptaz Powder for infusion",http://www.mydr.com.au/medicines/cmis/piptaz-powder-for-infusion
1800001,"Isoptin Injection","Isoptin Injection",http://www.mydr.com.au/medicines/cmis/isoptin-injection
1870001,"Pegatron Combination Therapy (with PEG-Intron Clearclick Injector)","Pegatron Combination Therapy (with PEG-Intron Clearclick Injector)",http://www.mydr.com.au/medicines/cmis/pegatron-combination-therapy-with-peg-intron-clearclick-injector-
1880001,Rythmodan,"Rythmodan Capsules",http://www.mydr.com.au/medicines/cmis/rythmodan-capsules
1890001,Sotacor,"Sotacor Tablets",http://www.mydr.com.au/medicines/cmis/sotacor-tablets
1890002,Sotacor,"Sotacor Concentrate for infusion",http://www.mydr.com.au/medicines/cmis/sotacor-concentrate-for-infusion
1900001,Tambocor,"Tambocor Tablets",http://www.mydr.com.au/medicines/cmis/tambocor-tablets
1900002,Tambocor,"Tambocor Solution for injection",http://www.mydr.com.au/medicines/cmis/tambocor-solution-for-injection
1910002,Xylocard,"Xylocard 500 Injection",http://www.mydr.com.au/medicines/cmis/xylocard-500-injection
1930001,Anginine,"Anginine Tablets",http://www.mydr.com.au/medicines/cmis/anginine-tablets
1940001,"PEG-Intron Clearclick Injector","PEG-Intron Clearclick Injector Powder for injection",http://www.mydr.com.au/medicines/cmis/peg-intron-clearclick-injector-powder-for-injection
1950001,Cardizem,"Cardizem Tablets",http://www.mydr.com.au/medicines/cmis/cardizem-tablets
1960001,Tafinlar,"Tafinlar Capsules",http://www.mydr.com.au/medicines/cmis/tafinlar-capsules
1970001,"DBL Glyceryl Trinitrate Concentrate Injection","DBL Glyceryl Trinitrate Concentrate Injection",http://www.mydr.com.au/medicines/cmis/dbl-glyceryl-trinitrate-concentrate-injection
2000001,Isordil,"Isordil Sublingual Tablets",http://www.mydr.com.au/medicines/cmis/isordil-sublingual-tablets
2000002,Isordil,"Isordil Tablets",http://www.mydr.com.au/medicines/cmis/isordil-tablets
2060001,Pexsig,"Pexsig Tablets",http://www.mydr.com.au/medicines/cmis/pexsig-tablets
2070001,Transiderm-Nitro,"Transiderm-Nitro 25 Transdermal patches",http://www.mydr.com.au/medicines/cmis/transiderm-nitro-25-transdermal-patches
2070002,Transiderm-Nitro,"Transiderm-Nitro 50 Transdermal patches",http://www.mydr.com.au/medicines/cmis/transiderm-nitro-50-transdermal-patches
2110001,Barbloc,"Barbloc Tablets",http://www.mydr.com.au/medicines/cmis/barbloc-tablets
2120001,Betaloc,"Betaloc Tablets",http://www.mydr.com.au/medicines/cmis/betaloc-tablets
2120002,Betaloc,"Betaloc Solution for injection",http://www.mydr.com.au/medicines/cmis/betaloc-solution-for-injection
2140001,Corbeton,"Corbeton Tablets",http://www.mydr.com.au/medicines/cmis/corbeton-tablets
2150001,Deralin,"Deralin Tablets",http://www.mydr.com.au/medicines/cmis/deralin-tablets
2160001,Inderal,"Inderal Tablets",http://www.mydr.com.au/medicines/cmis/inderal-tablets
2170001,Lopresor,"Lopresor Tablets",http://www.mydr.com.au/medicines/cmis/lopresor-tablets
2180001,Minax,"Minax Tablets",http://www.mydr.com.au/medicines/cmis/minax-tablets
2190001,Noten,"Noten Tablets",http://www.mydr.com.au/medicines/cmis/noten-tablets
2210001,Tenormin,"Tenormin Tablets",http://www.mydr.com.au/medicines/cmis/tenormin-tablets
2230001,Visken,"Visken Tablets",http://www.mydr.com.au/medicines/cmis/visken-tablets
2260001,"Colestid Granules for Oral Suspension","Colestid Granules for Oral Suspension",http://www.mydr.com.au/medicines/cmis/colestid-granules-for-oral-suspension
2270001,Lipex,"Lipex Tablets",http://www.mydr.com.au/medicines/cmis/lipex-tablets
2280001,Lopid,"Lopid Tablets",http://www.mydr.com.au/medicines/cmis/lopid-tablets
2300001,"Mirtazapine-GA 45 mg","Mirtazapine-GA 45 mg Tablets",http://www.mydr.com.au/medicines/cmis/mirtazapine-ga-45-mg-tablets
2310001,"Questran Lite","Questran Lite Powder",http://www.mydr.com.au/medicines/cmis/questran-lite-powder
2330001,Zocor,"Zocor Tablets",http://www.mydr.com.au/medicines/cmis/zocor-tablets
2340001,Lanoxin,"Lanoxin Tablets",http://www.mydr.com.au/medicines/cmis/lanoxin-tablets
2340002,Lanoxin,"Lanoxin-PG Tablets",http://www.mydr.com.au/medicines/cmis/lanoxin-pg-tablets
2340003,Lanoxin,"Lanoxin Solution for infusion",http://www.mydr.com.au/medicines/cmis/lanoxin-solution-for-infusion
2340004,Lanoxin,"Lanoxin Paediatric Elixir",http://www.mydr.com.au/medicines/cmis/lanoxin-paediatric-elixir
2370001,"DBL Aminophylline Injection","DBL Aminophylline Injection",http://www.mydr.com.au/medicines/cmis/dbl-aminophylline-injection
2390001,Caverject,"Caverject Powder for injection",http://www.mydr.com.au/medicines/cmis/caverject-powder-for-injection
2420001,"Sevikar HCT","Sevikar HCT 20/5/12.5 Tablets",http://www.mydr.com.au/medicines/cmis/sevikar-hct-20-5-12-5-tablets
2420002,"Sevikar HCT","Sevikar HCT 40/5/12.5 Tablets",http://www.mydr.com.au/medicines/cmis/sevikar-hct-40-5-12-5-tablets
2420003,"Sevikar HCT","Sevikar HCT 40/5/25 Tablets",http://www.mydr.com.au/medicines/cmis/sevikar-hct-40-5-25-tablets
2420004,"Sevikar HCT","Sevikar HCT 40/10/12.5 Tablets",http://www.mydr.com.au/medicines/cmis/sevikar-hct-40-10-12-5-tablets
2420005,"Sevikar HCT","Sevikar HCT 40/10/25 Tablets",http://www.mydr.com.au/medicines/cmis/sevikar-hct-40-10-25-tablets
2440001,Dobutrex,"Dobutrex Powder for infusion",http://www.mydr.com.au/medicines/cmis/dobutrex-powder-for-infusion
2450001,"DBL Sterile Dopamine Concentrate","DBL Sterile Dopamine Concentrate",http://www.mydr.com.au/medicines/cmis/dbl-sterile-dopamine-concentrate
2490001,Isuprel,"Isuprel Solution for injection",http://www.mydr.com.au/medicines/cmis/isuprel-solution-for-injection
2500001,"Levophed 1:1,000","Levophed 1:1,000 Infusion",http://www.mydr.com.au/medicines/cmis/levophed-1-1-000-infusion
2520001,"Atozet Composite Pack","Atozet Composite Pack  10 mg + 10 mg",http://www.mydr.com.au/medicines/cmis/atozet-composite-pack-10-mg-10-mg
2520002,"Atozet Composite Pack","Atozet Composite Pack  10 mg + 20 mg",http://www.mydr.com.au/medicines/cmis/atozet-composite-pack-10-mg-20-mg
2520003,"Atozet Composite Pack","Atozet Composite Pack  10 mg + 40 mg",http://www.mydr.com.au/medicines/cmis/atozet-composite-pack-10-mg-40-mg
2520004,"Atozet Composite Pack","Atozet Composite Pack  10 mg + 80 mg",http://www.mydr.com.au/medicines/cmis/atozet-composite-pack-10-mg-80-mg
2560001,Regitine,"Regitine Solution for injection",http://www.mydr.com.au/medicines/cmis/regitine-solution-for-injection
2570001,Serc,"Serc Tablets",http://www.mydr.com.au/medicines/cmis/serc-tablets
2610001,Deseril,"Deseril Tablets",http://www.mydr.com.au/medicines/cmis/deseril-tablets
2690001,Sandomigran,"Sandomigran Tablets",http://www.mydr.com.au/medicines/cmis/sandomigran-tablets
2730001,"Indocid PDA","Indocid PDA Powder for injection",http://www.mydr.com.au/medicines/cmis/indocid-pda-powder-for-injection
2750002,"Persantin Ampoules","Persantin Ampoules Solution for injection",http://www.mydr.com.au/medicines/cmis/persantin-ampoules-solution-for-injection
2780001,"Prostin VR","Prostin VR Concentrate for infusion",http://www.mydr.com.au/medicines/cmis/prostin-vr-concentrate-for-infusion
2790001,Fibro-Vein,"Fibro-Vein Injection",http://www.mydr.com.au/medicines/cmis/fibro-vein-injection
2800001,"Trental 400","Trental Tablets",http://www.mydr.com.au/medicines/cmis/trental-tablets
2840001,Eprex,"Eprex Prefilled syringe",http://www.mydr.com.au/medicines/cmis/eprex-prefilled-syringe
2880001,"Ferrum H Injection","Ferrum H Injection",http://www.mydr.com.au/medicines/cmis/ferrum-h-injection
2950001,"Leucovorin Calcium Injection and Tablets (DBL)","Leucovorin Calcium USP Solution for injection",http://www.mydr.com.au/medicines/cmis/leucovorin-calcium-usp-solution-for-injection
2950002,"Leucovorin Calcium Injection and Tablets (DBL)","Leucovorin Tablets",http://www.mydr.com.au/medicines/cmis/leucovorin-tablets
2990001,"Astrix 100","Astrix Capsules",http://www.mydr.com.au/medicines/cmis/astrix-capsules
3050001,Coumadin,"Coumadin Tablets",http://www.mydr.com.au/medicines/cmis/coumadin-tablets
3070002,Fragmin,"Fragmin Single Dose Syringe Solution for injection",http://www.mydr.com.au/medicines/cmis/fragmin-single-dose-syringe-solution-for-injection
3090001,"DBL Heparin Sodium Injection BP","Heparin Sodium Injection (bacteriostat free)",http://www.mydr.com.au/medicines/cmis/heparin-sodium-injection-bacteriostat-free-
3090002,"DBL Heparin Sodium Injection BP","Heparin Sodium Injection (with bacteriostat)",http://www.mydr.com.au/medicines/cmis/heparin-sodium-injection-with-bacteriostat-
3110001,"Heparin Sodium Injection","Heparin Sodium Injection",http://www.mydr.com.au/medicines/cmis/heparin-sodium-injection
3130001,"Heparinised Saline Injection","Heparinised Saline Injection",http://www.mydr.com.au/medicines/cmis/heparinised-saline-injection
3140001,Marevan,"Marevan Tablets",http://www.mydr.com.au/medicines/cmis/marevan-tablets
3150001,Persantin,"Persantin Tablets",http://www.mydr.com.au/medicines/cmis/persantin-tablets
3170001,Nesina,"Nesina Tablets",http://www.mydr.com.au/medicines/cmis/nesina-tablets
3220001,Cyklokapron,"Cyklokapron Tablets",http://www.mydr.com.au/medicines/cmis/cyklokapron-tablets
3220002,Cyklokapron,"Cyklokapron Solution for injection",http://www.mydr.com.au/medicines/cmis/cyklokapron-solution-for-injection
3230001,"Symbicort Rapihaler","Symbicort Rapihaler 50/3 Metered dose inhaler",http://www.mydr.com.au/medicines/cmis/symbicort-rapihaler-50-3-metered-dose-inhaler
3230002,"Symbicort Rapihaler","Symbicort Rapihaler 100/3 Metered dose inhaler",http://www.mydr.com.au/medicines/cmis/symbicort-rapihaler-100-3-metered-dose-inhaler
3230003,"Symbicort Rapihaler","Symbicort Rapihaler 200/6 Metered dose inhaler",http://www.mydr.com.au/medicines/cmis/symbicort-rapihaler-200-6-metered-dose-inhaler
3250001,Konakion,"Konakion MM Adult Solution for injection",http://www.mydr.com.au/medicines/cmis/konakion-mm-adult-solution-for-injection
3280001,"Protamine Sulfate Injection BP","Protamine Sulfate Injection BP",http://www.mydr.com.au/medicines/cmis/protamine-sulfate-injection-bp
3350001,Streptase,"Streptase Powder for injection",http://www.mydr.com.au/medicines/cmis/streptase-powder-for-injection
3380001,Anamorph,"Anamorph Tablets",http://www.mydr.com.au/medicines/cmis/anamorph-tablets
3390001,Aspalgin,"Aspalgin Soluble tablets",http://www.mydr.com.au/medicines/cmis/aspalgin-soluble-tablets
3470001,Codalgin,"Codalgin Tablets",http://www.mydr.com.au/medicines/cmis/codalgin-tablets
3490001,Zaldiar,"Zaldiar Tablets",http://www.mydr.com.au/medicines/cmis/zaldiar-tablets
3500001,"Codeine Phosphate","Codeine Phosphate Tablets",http://www.mydr.com.au/medicines/cmis/codeine-phosphate-tablets
3540001,Codis,"Codis Tablets",http://www.mydr.com.au/medicines/cmis/codis-tablets
3600001,Di-Gesic,"Di-Gesic Tablets",http://www.mydr.com.au/medicines/cmis/di-gesic-tablets
3620001,"Disprin Forte","Disprin Forte Tablets",http://www.mydr.com.au/medicines/cmis/disprin-forte-tablets
3630003,Doloxene,"Doloxene Capsules",http://www.mydr.com.au/medicines/cmis/doloxene-capsules
3670001,Endone,"Endone Tablets",http://www.mydr.com.au/medicines/cmis/endone-tablets
3680001,Fentanyl,"Fentanyl Solution for injection",http://www.mydr.com.au/medicines/cmis/fentanyl-solution-for-injection
3690001,"DBL Fentanyl Injection","DBL Fentanyl Injection",http://www.mydr.com.au/medicines/cmis/dbl-fentanyl-injection
3700001,Fiorinal,"Fiorinal Tablets",http://www.mydr.com.au/medicines/cmis/fiorinal-tablets
3710001,"Fiorinal - Dental","Fiorinal - Dental Capsules",http://www.mydr.com.au/medicines/cmis/fiorinal-dental-capsules
3740001,Mersyndol,"Mersyndol Tablets",http://www.mydr.com.au/medicines/cmis/mersyndol-tablets
3740002,Mersyndol,"Mersyndol Caplets",http://www.mydr.com.au/medicines/cmis/mersyndol-caplets
3750001,"Mersyndol Forte","Mersyndol Forte Tablets",http://www.mydr.com.au/medicines/cmis/mersyndol-forte-tablets
3790001,"DBL Morphine Sulfate Injection BP","DBL Morphine Sulfate Injection BP",http://www.mydr.com.au/medicines/cmis/dbl-morphine-sulfate-injection-bp
3810001,"DBL Morphine Tartrate Injection","DBL Morphine Tartrate Injection",http://www.mydr.com.au/medicines/cmis/dbl-morphine-tartrate-injection
3820001,"MS Contin","MS Contin Controlled release tablets",http://www.mydr.com.au/medicines/cmis/ms-contin-controlled-release-tablets
3820002,"MS Contin","MS Contin Controlled release suspension",http://www.mydr.com.au/medicines/cmis/ms-contin-controlled-release-suspension
3840001,Azithromycin-GA,"Azithromycin-GA Tablets",http://www.mydr.com.au/medicines/cmis/azithromycin-ga-tablets
3870001,"Painstop for Children Night-Time Pain Reliever","Painstop for Children Night-Time Pain Reliever Syrup",http://www.mydr.com.au/medicines/cmis/painstop-for-children-night-time-pain-reliever-syrup
3890001,Panadeine,"Panadeine Tablets",http://www.mydr.com.au/medicines/cmis/panadeine-tablets
3890004,Panadeine,"Panadeine Caplets",http://www.mydr.com.au/medicines/cmis/panadeine-caplets
3890006,Panadeine,"Panadeine Rapid Soluble Tablets",http://www.mydr.com.au/medicines/cmis/panadeine-rapid-soluble-tablets
3900001,"Panadeine Forte","Panadeine Forte Tablets",http://www.mydr.com.au/medicines/cmis/panadeine-forte-tablets
3930001,Panalgesic,"Panalgesic Capsules",http://www.mydr.com.au/medicines/cmis/panalgesic-capsules
3940001,Panamax,"Panamax Tablets",http://www.mydr.com.au/medicines/cmis/panamax-tablets
3940002,Panamax,"Panamax Elixir",http://www.mydr.com.au/medicines/cmis/panamax-elixir
3940003,Panamax,"Panamax 240 Elixir",http://www.mydr.com.au/medicines/cmis/panamax-240-elixir
3950001,"Panamax Co","Panamax Co Tablets",http://www.mydr.com.au/medicines/cmis/panamax-co-tablets
4050001,"Pethidine Injection BP","Pethidine Injection BP",http://www.mydr.com.au/medicines/cmis/pethidine-injection-bp
4060001,"DBL Pethidine Hydrochloride Injection BP","DBL Pethidine Hydrochloride Injection BP",http://www.mydr.com.au/medicines/cmis/dbl-pethidine-hydrochloride-injection-bp
4090001,Physeptone,"Physeptone Tablets",http://www.mydr.com.au/medicines/cmis/physeptone-tablets
4090002,Physeptone,"Physeptone Solution for injection",http://www.mydr.com.au/medicines/cmis/physeptone-solution-for-injection
4100001,Ponstan,"Ponstan Capsules",http://www.mydr.com.au/medicines/cmis/ponstan-capsules
4110001,Proladone,"Proladone Suppositories",http://www.mydr.com.au/medicines/cmis/proladone-suppositories
4170001,Sublimaze,"Sublimaze Injection",http://www.mydr.com.au/medicines/cmis/sublimaze-injection
4190001,Temgesic,"Temgesic Injection",http://www.mydr.com.au/medicines/cmis/temgesic-injection
4190002,Temgesic,"Temgesic Sublingual Tablets",http://www.mydr.com.au/medicines/cmis/temgesic-sublingual-tablets
4260001,Alodorm,"Alodorm Tablets",http://www.mydr.com.au/medicines/cmis/alodorm-tablets
4300001,Aldiq,"Aldiq Cream",http://www.mydr.com.au/medicines/cmis/aldiq-cream
4320001,Halcion,"Halcion Tablets",http://www.mydr.com.au/medicines/cmis/halcion-tablets
4340001,Hypnodorm,"Hypnodorm Tablets",http://www.mydr.com.au/medicines/cmis/hypnodorm-tablets
4350001,Hypnovel,"Hypnovel Solution for injection",http://www.mydr.com.au/medicines/cmis/hypnovel-solution-for-injection
4360001,Mogadon,"Mogadon Tablets",http://www.mydr.com.au/medicines/cmis/mogadon-tablets
4380001,Kadcyla,"Kadcyla Powder for infusion",http://www.mydr.com.au/medicines/cmis/kadcyla-powder-for-infusion
4390002,Normison,"Normison Tablets",http://www.mydr.com.au/medicines/cmis/normison-tablets
4400001,"Paraldehyde Injection BP","Paraldehyde Injection BP",http://www.mydr.com.au/medicines/cmis/paraldehyde-injection-bp
4420001,"T Lukast","T Lukast Tablets",http://www.mydr.com.au/medicines/cmis/t-lukast-tablets
4450001,"Restavit Tablets","Restavit Tablets",http://www.mydr.com.au/medicines/cmis/restavit-tablets
4470001,Xalkori,"Xalkori Capsules",http://www.mydr.com.au/medicines/cmis/xalkori-capsules
4490002,Temaze,"Temaze Tablets",http://www.mydr.com.au/medicines/cmis/temaze-tablets
4500001,Alepam,"Alepam Tablets",http://www.mydr.com.au/medicines/cmis/alepam-tablets
4510001,Antenex,"Antenex Tablets",http://www.mydr.com.au/medicines/cmis/antenex-tablets
4520001,Ativan,"Ativan Tablets",http://www.mydr.com.au/medicines/cmis/ativan-tablets
4560001,"DBL Diazepam Injection","DBL Diazepam Injection",http://www.mydr.com.au/medicines/cmis/dbl-diazepam-injection
4600001,Frisium,"Frisium Tablets",http://www.mydr.com.au/medicines/cmis/frisium-tablets
4610001,Lexotan,"Lexotan Tablets",http://www.mydr.com.au/medicines/cmis/lexotan-tablets
4640001,Murelax,"Murelax Tablets",http://www.mydr.com.au/medicines/cmis/murelax-tablets
4650001,Serepax,"Serepax Tablets",http://www.mydr.com.au/medicines/cmis/serepax-tablets
4670001,Valium,"Valium Tablets",http://www.mydr.com.au/medicines/cmis/valium-tablets
4730001,"Droleptan Injection","Droleptan Injection",http://www.mydr.com.au/medicines/cmis/droleptan-injection
4750001,"Haldol Decanoate","Haldol Decanoate Solution for injection",http://www.mydr.com.au/medicines/cmis/haldol-decanoate-solution-for-injection
4770001,Largactil,"Largactil Tablets",http://www.mydr.com.au/medicines/cmis/largactil-tablets
4770002,Largactil,"Largactil Syrup",http://www.mydr.com.au/medicines/cmis/largactil-syrup
4770003,Largactil,"Largactil Solution for injection",http://www.mydr.com.au/medicines/cmis/largactil-solution-for-injection
4780001,Lithicarb,"Lithicarb Tablets",http://www.mydr.com.au/medicines/cmis/lithicarb-tablets
4800001,Modecate,"Modecate Solution for injection",http://www.mydr.com.au/medicines/cmis/modecate-solution-for-injection
4830001,Neulactil,"Neulactil Tablets",http://www.mydr.com.au/medicines/cmis/neulactil-tablets
4860001,Serenace,"Serenace Tablets",http://www.mydr.com.au/medicines/cmis/serenace-tablets
4860002,Serenace,"Serenace Oral liquid",http://www.mydr.com.au/medicines/cmis/serenace-oral-liquid
4860003,Serenace,"Serenace Solution for injection",http://www.mydr.com.au/medicines/cmis/serenace-solution-for-injection
4880001,Stelazine,"Stelazine Tablets",http://www.mydr.com.au/medicines/cmis/stelazine-tablets
4910001,Allegron,"Allegron Tablets",http://www.mydr.com.au/medicines/cmis/allegron-tablets
4920001,Anafranil,"Anafranil Tablets",http://www.mydr.com.au/medicines/cmis/anafranil-tablets
4930001,Aurorix,"Aurorix Tablets",http://www.mydr.com.au/medicines/cmis/aurorix-tablets
4940001,Deptran,"Deptran Capsules",http://www.mydr.com.au/medicines/cmis/deptran-capsules
4940002,Deptran,"Deptran Tablets",http://www.mydr.com.au/medicines/cmis/deptran-tablets
