id,title,format_type,medical_type,author_id,author,source_id,source,note,reviewed,status,licensable,page_image,section_url,url,word_count
5260,"New Borrelia bacteria species found in echidna ticks",news,symptoms,56,"Rada Rouse",47,"Medical Observer",,"2016-06-17 04:10:00",1,2,,symptoms,http://www.mydr.com.au/symptoms/new-borrelia-bacteria-species-found-in-echidna-ticks,305
5259,"Coffee cleared as a carcinogen",news,nutrition,54,"6minutes ",67,"6minutes.com.au
",,"2016-06-16 06:50:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/coffee-cleared-as-a-carcinogen,307
5258,"8 Alarming facts about antibiotic prescribing in Australia",news,treatments,56,"Rada Rouse",47,"Medical Observer",,"2016-06-16 05:48:00",1,2,,medicines,http://www.mydr.com.au/medicines/8-alarming-facts-about-antibiotic-prescribing-in-australia,288
5257,"Younger-onset dementia more challenging than Alzheimers for carers",news,symptoms,54,"6minutes ",,,,"2016-06-07 00:00:00",1,2,,mental-health,http://www.mydr.com.au/mental-health/younger-onset-dementia-more-challenging-than-alzheimers-for-carers,265
5256,"Melatonin may prevent migraine",news,treatments,54,"6minutes ",,,,"2016-06-07 00:00:00",1,2,,pain,http://www.mydr.com.au/pain/melatonin-may-prevent-migraine,252
5255,"Nanoparticle sunscreens are safe and don't penetrate the skin",news,treatments,54,"6minutes ",,,,"2016-06-06 00:00:00",1,2,,skin-hair,http://www.mydr.com.au/skin-hair/nanoparticle-sunscreens-are-safe-and-don-t-penetrate-the-skin,273
5254,"Pregnant women unsure about safety of medicines in pregnancy",news,treatments,54,"6minutes ",,,,"2016-06-06 00:00:00",1,2,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/pregnant-women-unsure-about-safety-of-medicines-in-pregnancy,197
5253,"Faecal transplants successful for treatment-resistant ulcerative colitis",news,treatments,54,"6minutes ",,,,"2016-06-03 00:00:00",1,2,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/faecal-transplants-successful-for-treatment-resistant-ulcerative-colitis,444
5252,"Swallow your own gastric balloon to lose weight",news,treatments,54,"6minutes ",,,,"2016-06-03 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/swallow-your-own-gastric-balloon-to-lose-weight,493
5251,"Gluten-free diet may harm those who don't need it",news,nutrition,54,"6minutes ",,,,"2016-06-02 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/gluten-free-diet-may-harm-those-who-don-t-need-it,311
5250,"Migraine puts women at risk of heart disease",news,all_about_your_condition,54,"6minutes ",,,,"2016-06-02 00:00:00",1,2,,heart-stroke,http://www.mydr.com.au/heart-stroke/migraine-puts-women-at-risk-of-heart-disease,405
5249,"6 Health hazards to avoid in Rio (aside from Zika)",news,symptoms,59,"Michael Woodhead",,,,"2016-06-01 00:00:00",1,2,,travel-health,http://www.mydr.com.au/travel-health/6-health-hazards-to-avoid-in-rio-aside-from-zika,165
5248,"Dairy-free diet putting people at risk",news,nutrition,54,"6minutes ",,,"EMBARGOED UNTIL wed 6AM","2016-06-01 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/dairy-free-diet-putting-people-at-risk,321
5247,"Morphine may worsen chronic nerve pain",news,treatments,54,"6minutes ",,,,"2016-05-31 00:00:00",1,2,,pain,http://www.mydr.com.au/pain/morphine-may-worsen-chronic-nerve-pain,364
5246,"Skin cancer diagnoses swell in surfers",news,symptoms,53,"Australian Doctor ",,,,"2016-05-31 00:00:00",1,2,,cancer-care,http://www.mydr.com.au/cancer-care/skin-cancer-diagnoses-swell-in-surfers,376
5245,"More clarity needed on medicinal cannabis",news,treatments,54,"6minutes ",,,,"2016-05-30 00:00:00",1,2,,medicines,http://www.mydr.com.au/medicines/more-clarity-needed-on-medicinal-cannabis,331
5244,"Don't judge a food by its GI score",news,nutrition,54,"6minutes ",,,,"2016-05-30 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/don-t-judge-a-food-by-its-gi-score,313
5242,"5 Tips to lower your blood pressure",news,nutrition,58,"Lisa Yates",,,,"2016-05-27 00:00:00",1,2,,heart-stroke,http://www.mydr.com.au/heart-stroke/5-tips-to-lower-your-blood-pressure,465
5241,"Bariatric surgery on the menu for obese people with type 2 diabetes",news,treatments,54,"6minutes ",,,,"2016-05-27 00:00:00",1,2,,diabetes,http://www.mydr.com.au/diabetes/bariatric-surgery-on-the-menu-for-obese-people-with-type-2-diabetes,246
5240,"Eating moderate amounts of red meat has no heart risk",news,nutrition,54,"6minutes ",,,,"2016-05-26 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/eating-moderate-amounts-of-red-meat-has-no-heart-risk,465
5239,"Dormant butt syndrome is linked to knee and back pain",news,symptoms,54,"6minutes ",,,,"2016-05-26 00:00:00",1,2,,pain,http://www.mydr.com.au/pain/dormant-butt-syndrome-is-linked-to-knee-and-back-pain,309
5238,"Couples' conflict style predicts future health problems",news,symptoms,54,"6minutes ",,,,"2016-05-25 00:00:00",1,2,,symptoms,http://www.mydr.com.au/symptoms/couples-conflict-style-predicts-future-health-problems,320
5237,"Allergy experts reach agreement about infant feeding guidelines",news,nutrition,42,"Medical Observer ",,,,"2016-05-25 00:00:00",1,2,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/allergy-experts-reach-agreement-about-infant-feeding-guidelines,137
5236,"Opioids provide little relief for low back pain",news,treatments,54,"6minutes ",,,,"2016-05-24 00:00:00",1,2,,pain,http://www.mydr.com.au/pain/opioids-provide-little-relief-for-low-back-pain,365
5235,"Fitness protects against diabetes",news,exercise_fitness,54,"6minutes ",,,,"2016-05-24 00:00:00",1,2,,diabetes,http://www.mydr.com.au/diabetes/fitness-protects-against-diabetes,282
5234,"Mental illness not the cause of mass murders",news,symptoms,54,"6minutes ",,,,"2016-05-23 00:00:00",1,2,,mental-health,http://www.mydr.com.au/mental-health/mental-illness-not-the-cause-of-mass-murders,373
5233,"Don't rely on mammograms alone",news,medical_tests,54,"6minutes ",,,,"2016-05-23 00:00:00",1,2,,womens-health,http://www.mydr.com.au/womens-health/don-t-rely-on-mammograms-alone,172
5231,"Chiropractic no better than sham treatment for thoracic back pain",news,treatments,53,"Australian Doctor ",,,,"2016-05-20 00:00:00",1,2,,pain,http://www.mydr.com.au/pain/chiropractic-no-better-than-sham-treatment-for-thoracic-back-pain,264
5230,"Drink wine, not beer, to stave off diabetes",news,all_about_your_condition,42,"Medical Observer ",,,,"2016-05-20 00:00:00",1,2,,diabetes,http://www.mydr.com.au/diabetes/drink-wine-not-beer-to-stave-off-diabetes,273
5229,"Anticonvulsant pregabalin linked to major birth defects",news,treatments,54,"6minutes ",,,,"2016-05-19 00:00:00",1,2,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/anticonvulsant-pregabalin-linked-to-major-birth-defects,406
5228,"Shortage of diabetes medicine, metformin, for Australia",news,treatments,54,"6minutes ",,,,"2016-05-19 00:00:00",1,2,,diabetes,http://www.mydr.com.au/diabetes/shortage-of-diabetes-medicine-metformin-for-australia,343
5227,"Facebook mums' groups get thumbs down on health advice",news,symptoms,53,"Australian Doctor ",,,,"2016-05-18 00:00:00",1,2,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/facebook-mums-groups-get-thumbs-down-on-health-advice,317
5226,"Denial of dementia symptoms delays diagnosis",news,symptoms,54,"6minutes ",,,,"2016-05-18 00:00:00",1,2,,seniors-health,http://www.mydr.com.au/seniors-health/denial-of-dementia-symptoms-delays-diagnosis,236
5225,"Health problems in Australian prisons, a concern",news,all_about_your_condition,59,"Michael Woodhead",68,"Australian Doctor
",,"2016-05-17 00:00:00",1,2,,addictions,http://www.mydr.com.au/addictions/health-problems-in-australian-prisons-a-concern,130
5224,"Heavy drinking spouses raise partner's risk of alcohol problems",news,nutrition,54,"6minutes ",,,,"2016-05-17 00:00:00",1,2,,addictions,http://www.mydr.com.au/addictions/heavy-drinking-spouses-raise-partner-s-risk-of-alcohol-problems,348
5223,"Vaping popular among young smokers",news,all_about_your_condition,53,"Australian Doctor ",,,,"2016-05-16 00:00:00",1,2,,addictions,http://www.mydr.com.au/addictions/vaping-popular-among-young-smokers,223
5222,"Skin dryness relieved by vitamin B3",news,treatments,54,"6minutes ",,,,"2016-05-16 00:00:00",1,2,,skin-hair,http://www.mydr.com.au/skin-hair/skin-dryness-relieved-by-vitamin-b3,371
5221,"Sniffing out IBS with a breath test",news,medical_tests,54,"6minutes ",,,,"2016-05-13 00:00:00",1,2,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/sniffing-out-ibs-with-a-breath-test,250
5220,"Fruit and alcohol - the effect on breast cancer risk",news,nutrition,54,"6minutes ",,,,"2016-05-13 00:00:00",1,2,,cancer-care,http://www.mydr.com.au/cancer-care/fruit-and-alcohol-the-effect-on-breast-cancer-risk,427
5219,"Probiotics are unlikely to benefit healthy people",news,nutrition,54,"6minutes ",,,,"2016-05-12 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/probiotics-are-unlikely-to-benefit-healthy-people,300
5218,"Biggest Loser study shows why rebound weight gain almost unavoidable",news,nutrition,54,"6minutes ",,,"(Find out your resting metabolic rate.)","2016-05-12 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/biggest-loser-study-shows-why-rebound-weight-gain-almost-unavoidable,351
5217,"Yoga better than memory games for improving visual-spatial memory",news,exercise_fitness,54,"6minutes ",,,,"2016-05-11 00:00:00",1,2,,seniors-health,http://www.mydr.com.au/seniors-health/yoga-better-than-memory-games-for-improving-visual-spatial-memory,284
5216,"Concussed athletes who play on delay recovery",news,exercise_fitness,54,"6minutes ",,,,"2016-05-11 00:00:00",1,2,,sports-fitness,http://www.mydr.com.au/sports-fitness/concussed-athletes-who-play-on-delay-recovery,320
5215,"Allergy testing a waste of time in hives (urticaria)",news,medical_tests,54,"6minutes ",,,,"2016-05-10 00:00:00",1,2,,skin-hair,http://www.mydr.com.au/skin-hair/allergy-testing-a-waste-of-time-in-hives-urticaria,271
5214,"Australia leads the world in deaths from anaphylaxis",news,symptoms,54,"6minutes ",,,,"2016-05-10 00:00:00",1,2,,allergy,http://www.mydr.com.au/allergy/australia-leads-the-world-in-deaths-from-anaphylaxis,322
5213,"Chinese medicine concerns as Blackmores buy big",news,treatments,54,"6minutes ",,,,"2016-05-09 00:00:00",1,2,,complementary-medicine,http://www.mydr.com.au/complementary-medicine/chinese-medicine-concerns-as-blackmores-buy-big,336
5212,"Cannabis smoking could lead to leg amputation",news,all_about_your_condition,54,"6minutes ",,,,"2016-05-09 00:00:00",1,2,,addictions,http://www.mydr.com.au/addictions/cannabis-smoking-could-lead-to-leg-amputation,288
5211,"Heavy body throughout lifespan linked to premature death",news,nutrition,54,"6minutes ",,,,"2016-05-06 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/heavy-body-throughout-lifespan-linked-to-premature-death,302
5210,"Black henna temporary tattoos should be avoided, doctors warn",news,symptoms,54,"6minutes ",,,,"2016-05-06 00:00:00",1,2,,skin-hair,http://www.mydr.com.au/skin-hair/black-henna-temporary-tattoos-should-be-avoided-doctors-say,282
5209,"Newer diabetes drugs may prevent weight gain when starting insulin",news,treatments,53,"Australian Doctor ",,,,"2016-05-05 00:00:00",1,2,,diabetes,http://www.mydr.com.au/diabetes/newer-diabetes-drugs-may-prevent-weight-gain-when-starting-insulin,315
5207,"Why delirium after surgery may be dangerous for older people",news,treatments,54,"6minutes ",,,,"2016-05-05 00:00:00",1,2,,seniors-health,http://www.mydr.com.au/seniors-health/why-delirium-after-surgery-may-be-dangerous-for-older-people,240
5206,"Good pain relief  may reduce breast cancer spread",news,treatments,54,"6minutes ",,,,"2016-05-04 00:00:00",1,2,,cancer-care,http://www.mydr.com.au/cancer-care/good-pain-relief-may-reduce-breast-cancer-spread,272
5205,"Faecal transplants may be future treatment for rheumatoid arthritis (RA)",news,treatments,54,"6minutes ",,,,"2016-05-04 00:00:00",1,2,,arthritis,http://www.mydr.com.au/arthritis/faecal-transplants-may-be-future-treatment-for-rheumatoid-arthritis-ra,529
5204,"Work longer to live longer",news,all_about_your_condition,54,"6minutes ",,,,"2016-05-03 00:00:00",1,2,,seniors-health,http://www.mydr.com.au/seniors-health/work-longer-to-live-longer,348
5203,"Compassionate doctors prolong your life",news,treatments,54,"6minutes ",,,,"2016-05-03 00:00:00",1,2,,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/compassionate-doctors-prolong-your-life,285
5202,"Apple juice best for rehydrating sick kids",news,symptoms,54,"6minutes ",,,,"2016-05-02 00:00:00",1,2,,kids-teens-health,http://www.mydr.com.au/kids-teens-health/apple-juice-best-for-rehydrating-sick-kids,219
5201,"Celebrity chefs a potential health hazard",news,nutrition,53,"Australian Doctor ",,,,"2016-05-02 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/celebrity-chefs-a-potential-health-hazard,329
5200,"Rosacea linked to increased risk of dementia",news,all_about_your_condition,42,"Medical Observer ",,,,"2016-04-29 00:00:00",1,2,,skin-hair,http://www.mydr.com.au/skin-hair/rosacea-linked-to-increased-risk-of-dementia,269
5199,"Anorexia: only a third of sufferers under medical care",news,symptoms,54,"6minutes ",,,,"2016-04-29 00:00:00",1,2,,mental-health,http://www.mydr.com.au/mental-health/anorexia-only-a-third-of-sufferers-under-medical-care,564
5198,"More sex doesn't equal more satisfaction",news,all_about_your_condition,54,"6minutes ",,,,"2016-04-28 00:00:00",1,2,,sexual-health,http://www.mydr.com.au/sexual-health/more-sex-doesn-t-equal-more-satisfaction,213
5197,"2 types of arthritis increase heart disease risk",news,all_about_your_condition,42,"Medical Observer ",,,,"2016-04-28 00:00:00",1,2,,arthritis,http://www.mydr.com.au/arthritis/2-types-of-arthritis-increase-heart-disease-risk,310
5196,"Could anorexia be contagious?",news,all_about_your_condition,54,"6minutes ",,,,"2016-04-27 00:00:00",1,2,,mental-health,http://www.mydr.com.au/mental-health/could-anorexia-be-contagious,387
5195,"Taking fish oil boosts the effect of antidepressant medicines",news,treatments,42,"Medical Observer ",,,,"2016-04-27 00:00:00",1,2,,mental-health,http://www.mydr.com.au/mental-health/taking-fish-oil-boosts-the-effect-of-antidepressant-medicines,345
5194,"Potatoes-only diet holds no appeal for top dietitian",news,nutrition,53,"Australian Doctor ",,,,"2016-04-26 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/potatoes-only-diet-holds-no-appeal-for-top-dietitian,401
5193,"Spinal surgery for low back pain over-optimistic",news,treatments,54,"6minutes ",,,,"2016-04-26 00:00:00",1,2,,pain,http://www.mydr.com.au/pain/spinal-surgery-for-low-back-pain-over-optimistic,393
5192,"A case of a bulging oesophageal bypass",news,anatomy,53,"Australian Doctor ",,,,"2016-04-22 00:00:00",1,2,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/a-case-of-a-bulging-oesophageal-bypass,295
5191,"Cosmetic surgery an accident waiting to happen in Australia",news,treatments,54,"6minutes ",,,,"2016-04-22 00:00:00",1,2,,skin-hair,http://www.mydr.com.au/skin-hair/cosmetic-surgery-an-accident-waiting-to-happen-in-australia,286
5190,"Frequent ejaculation lowers prostate cancer risk",news,all_about_your_condition,54,"6minutes ",,,,"2016-04-21 00:00:00",1,1,,mens-health,http://www.mydr.com.au/mens-health/frequent-ejaculation-lowers-prostate-cancer-risk,294
5189,"Fatty diet linked to sleep problems",news,symptoms,54,"6minutes ",,,,"2016-04-21 00:00:00",1,,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/fatty-diet-linked-to-sleep-problems,362
5188,"9 Facts your doctor wants you to know about flatulence",special_feature,all_about_your_condition,2,myDr,,,,"2016-04-20 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/9-facts-your-doctor-wants-you-to-know-about-flatulence,367
5187,"5 Signs you may be lactose intolerant",special_feature,symptoms,2,myDr,,,,"2016-04-20 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/5-signs-you-may-be-lactose-intolerant,303
5186,"7 Signs you may have sciatica",special_feature,symptoms,2,myDr,,,,"2016-04-21 00:00:00",1,1,,pain,http://www.mydr.com.au/pain/7-signs-you-may-have-sciatica,337
5185,"Eating well after gestational diabetes cuts risk of high blood pressure",news,treatments,54,"6minutes ",,,,"2016-04-20 00:00:00",1,2,,diabetes,http://www.mydr.com.au/diabetes/eating-well-after-gestational-diabetes-cuts-risk-of-high-blood-pressure,370
5184,"Metformin the leader in diabetes drug comparison",news,treatments,54,"6minutes ",,,,"2016-04-20 00:00:00",1,2,,diabetes,http://www.mydr.com.au/diabetes/metformin-the-leader-in-diabetes-drug-comparison,364
5183,"Australian kids not eating their greens",news,nutrition,53,"Australian Doctor ",,,,"2016-04-19 00:00:00",1,2,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/australian-kids-not-eating-their-greens,186
5182,"Man dies from deadly superbug immune to all antibiotics",news,treatments,54,"6minutes ",,,,"2016-04-19 00:00:00",1,2,,medicines,http://www.mydr.com.au/medicines/man-dies-from-deadly-superbug-immune-to-all-antibiotics,539
5181,"Hepatitis E does exist in Australia",news,all_about_your_condition,42,"Medical Observer ",,,,"2016-04-18 00:00:00",1,2,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/hepatitis-e-does-exist-in-australia,346
5180,"Singing boosts the immune system in cancer patients",news,treatments,54,"6minutes ",,,,"2016-04-18 00:00:00",1,2,,cancer-care,http://www.mydr.com.au/cancer-care/singing-boosts-the-immune-system-in-cancer-patients,508
5179,"Denial of Lyme-like disease in Australia leaving patients without care",news,symptoms,42,"Medical Observer ",,,,"2016-04-15 00:00:00",1,1,,symptoms,http://www.mydr.com.au/symptoms/denial-of-lyme-like-disease-in-australia-leaving-patients-without-care,477
5178,"3-minute activity breaks reduce risk in people with type 2 diabetes",news,exercise_fitness,53,"Australian Doctor ",,,,"2016-04-15 00:00:00",1,2,,diabetes,http://www.mydr.com.au/diabetes/3-minute-activity-breaks-reduce-risk-in-people-with-type-2-diabetes,447
5177,"Hydrolysed baby formula is unnecessary for prevention of allergies",news,nutrition,54,"6minutes ",,,,"2016-04-14 00:00:00",1,1,,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/hydrolysed-baby-formula-is-unnecessary-for-prevention-of-allergies,436
5176,"Antimicrobial soaps adversely cleaning up gut bacteria",news,all_about_your_condition,54,"6minutes ",,,,"2016-04-14 00:00:00",1,1,,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/antimicrobial-soaps-adversely-cleaning-up-gut-bacteria,417
5175,"Consuming vegetable oils lowers cholesterol but not heart disease deaths",news,nutrition,54,"6minutes ",,,,"2016-04-13 00:00:00",1,1,,nutrition-weight,http://www.mydr.com.au/nutrition-weight/consuming-vegetable-oils-lowers-cholesterol-but-not-heart-disease-deaths,472
