ProductID,Name,URL,cmi_code,GenericIngredient,IndicationAction
73170001,Alvesco,http://www.mydr.com.au/medicines/cmis/alvesco,09099,"Prilocaine hydrochloride,Potassium chloride,Magnesium chloride,Ciclesonide,Procaine hydrochloride,Eicosapentaenoic acid,Mepivacaine hydrochloride,Vecuronium bromide,Protease,Methoxyflurane","Bronchial asthma,Bronchoconstriction,Corticosteroid, inhalation,Bronchospasm,Antibiotic, penicillin (penicillinase sensitive),Airway obstruction, chronic,Airway limitation, chronic,Nephrotic syndrome,CAL (chronic airway limitation),Steroid, inhalation,COAD (chronic obstructive airway disease),Asthma, bronchial,Asthma, prophylaxis"
78400001,Alzene,http://www.mydr.com.au/medicines/cmis/alzene-tablets,07755,"MPA (medroxyprogesterone acetate),Cetirizine hydrochloride,Clomipramine hydrochloride,Clozapine,Famotidine","Antibiotic, penicillin (penicillinase sensitive),Scratching,Arthritis, rheumatoid,Itching,Urticaria,Rhinitis,Antihistamine,Pruritus,Allergic condition, ocular,Allergic disorder"
54720001,Amaryl,http://www.mydr.com.au/medicines/cmis/amaryl-tablets,08574,"Glimepiride,Carbachol,Pertussis vaccine,Frusemide","Diabetes mellitus,Antibiotic, penicillin (penicillinase sensitive),Sulfonylurea,Hypertrophic subaortic stenosis,Antidiabetic, sulfonylurea,Diuretic, loop"
35290001,AmBisome,http://www.mydr.com.au/medicines/cmis/ambisome-powder-for-infusion,04724,"Amphotericin B (liposomal),Gadodiamide,Oxybutynin hydrochloride,Retinol,Vitamin E acetate,Carbidopa","Aspergillosis,Low molecular weight heparin,Leishmaniasis, visceral,Infestation, worm,Antifungal, systemic,Fungal infection, systemic,Fungal infection,Candidiasis, systemic,Antifungal,Infection, fungal,Infection, fungal (systemic),Antibiotic, penicillin (penicillinase sensitive)"
75820001,"Amcal Loratadine",http://www.mydr.com.au/medicines/cmis/amcal-loratadine-tablets,06735,"MPA (medroxyprogesterone acetate),Chaste tree,Loratadine,Clomipramine hydrochloride,Clozapine","Antibiotic, penicillin (penicillinase sensitive),Focal seizure,Urticaria,Rhinitis,Antihistamine,Allergic disorder"
90040001,"Amiodarone Sandoz",http://www.mydr.com.au/medicines/cmis/amiodarone-sandoz-tablets,10115,"Guaifenesin,Triprolidine hydrochloride,Pericyazine,Amiodarone hydrochloride,Fosinopril sodium,Perindopril erbumine","Ventricular arrhythmia,SVT (supraventricular tachycardia),Candidiasis, vaginal,Corticosteroid,Antiarrhythmic, class III,Cardiac arrhythmia, ventricular,Cardiac arrhythmia, supraventricular,Antibiotic, penicillin (penicillinase sensitive)"
81580001,Amipride,http://www.mydr.com.au/medicines/cmis/amipride-tablets,09585,"Amisulpride,Phenoxymethylpenicillin benzathine,Quinine sulfate,Prednisolone hexanoate,Hydrocortisone","Antibiotic, penicillin (penicillinase sensitive),Antipsychotic, other,Hypothyroidism,Schizophrenia,Psychosis"
76360001,Amira,http://www.mydr.com.au/medicines/cmis/amira-tablets,08698,"Moclobemide,Ipratropium bromide,Beclomethasone dipropionate,Pentamidine isethionate,Atenolol,Famotidine","Mood disorder,Affective disorder,Monoamine oxidase inhibitor,Antidepressant, MAO inhibitor,MAOI (monoamine oxidase inhibitor),Depression,Thyroid hormone,Allergic condition, ocular,Antibiotic, penicillin (penicillinase sensitive)"
78610001,"Amisulpride Sandoz",http://www.mydr.com.au/medicines/cmis/amisulpride-sandoz-tablets,08361,"Amisulpride,Phenoxymethylpenicillin benzathine,Quinine sulfate,Prednisolone hexanoate","Antibiotic, penicillin (penicillinase sensitive),Antipsychotic, other,Hypothyroidism,Schizophrenia"
78170001,"Amisulpride Winthrop",http://www.mydr.com.au/medicines/cmis/amisulpride-winthrop-tablets,07849,"Amisulpride,Phenoxymethylpenicillin benzathine,Quinine sulfate,Prednisolone hexanoate","Diuretic, loop,Antibiotic, penicillin (penicillinase sensitive),Antipsychotic, other,Hypothyroidism,Schizophrenia"
7710001,Amizide,http://www.mydr.com.au/medicines/cmis/amizide-tablets,06283,"Gamma globulin (human),Hydrochlorothiazide,Amiloride hydrochloride,Enalapril maleate,Sodium bicarbonate,Cyclosporin,Famotidine,Azathioprine","Oedema,CCF (congestive cardiac failure),Diuretic, thiazide,Phaeochromocytoma,Cardiac failure,Thiazide diuretic,Stenosis, hypertrophic subaortic,Antihypertensive,Congestive cardiac failure,Diuretic, potassium sparing,Antibiotic, penicillin (penicillinase sensitive),Heart failure,Hypertension,Potassium sparing diuretic,Schistosoma infestation,Allergic condition, ocular,CHF (congestive heart failure)"
78020002,Amlo,http://www.mydr.com.au/medicines/cmis/amlo-tablets,07675,"Amlodipine,Amitriptyline hydrochloride,Captopril,Verapamil hydrochloride,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Fever,Angina pectoris, stable,Calcium antagonist,Vaginitis, infective,Hypertension,Antihypertensive"
65840001,"Amlodipine AN",http://www.mydr.com.au/medicines/cmis/amlodipine-an-tablets,11584,"Amlodipine,Amitriptyline hydrochloride,Captopril,Verapamil hydrochloride,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Fever,Angina pectoris, stable,Calcium antagonist,Vaginitis, infective,Hypertension,Antihypertensive"
80900001,"Amlodipine GH",http://www.mydr.com.au/medicines/cmis/amlodipine-gh-tablets,10762,"Amlodipine,Amitriptyline hydrochloride,Captopril,Verapamil hydrochloride,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Fever,Angina pectoris, stable,Calcium antagonist,Hypertension,Antihypertensive"
92110001,"Amlodipine Pfizer",http://www.mydr.com.au/medicines/cmis/amlodipine-pfizer-tablets,10370,"Benzocaine,Amlodipine,Amitriptyline hydrochloride,Captopril,Verapamil hydrochloride,Sodium bicarbonate","Fever,Angina pectoris, stable,Calcium antagonist,Antihypertensive,Hypertension,Antibiotic, penicillin (penicillinase sensitive)"
78070001,"Amlodipine Sandoz",http://www.mydr.com.au/medicines/cmis/amlodipine-sandoz-tablets,07698,"Amlodipine,Amitriptyline hydrochloride,Captopril,Verapamil hydrochloride,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Fever,Angina pectoris, stable,Calcium antagonist,Hypertension"
80350001,Amlodipine-GA,http://www.mydr.com.au/medicines/cmis/amlodipine-ga-tablets,08897,"Amlodipine,Amitriptyline hydrochloride,Captopril,Verapamil hydrochloride,Sodium bicarbonate","Antibiotic, penicillin (penicillinase sensitive),Fever,Angina pectoris, stable,Calcium antagonist,Hypertension,Antihypertensive"
8390001,"Amoxil Oral",http://www.mydr.com.au/medicines/cmis/amoxil-capsules,08218,"Amoxycillin,Amoxicillin,Fluorescein sodium,Sodium hyaluronate,Felodipine,Charcoal, activated,Amylase","AIDS (acquired immune deficiency syndrome),Penicillin (broad spectrum),Bacterial infection, systemic,Penicillin (acid stable),Infection, bacterial (systemic),Antibiotic, penicillin (broad spectrum),Antibiotic, penicillin (penicillinase sensitive),Antibiotic, penicillin (acid stable)"
8400001,"Amoxil Parenteral",http://www.mydr.com.au/medicines/cmis/amoxil-parenteral-powder-for-injection,08575,"Amylase,Amoxycillin,Amoxicillin,Fluorescein sodium,Felodipine","Antibiotic, penicillin (penicillinase sensitive),AIDS (acquired immune deficiency syndrome),Penicillin (broad spectrum),Bacterial infection, systemic,Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic)"
23410001,"Amoxycillin AN",http://www.mydr.com.au/medicines/cmis/amoxycillin-an-capsules,11188,"Amoxycillin,Amoxicillin,Fluorescein sodium,Felodipine","Antibiotic, penicillin (penicillinase sensitive),Antibiotic, penicillin (penicillinase sensitive),AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (broad spectrum),Penicillin (penicillinase sensitive),Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic)"
89630001,"Amoxycillin Generichealth",http://www.mydr.com.au/medicines/cmis/amoxycillin-generichealth-capsules,10964,"Amoxycillin,Amoxicillin,Fluorescein sodium,Felodipine","Antibiotic, penicillin (penicillinase sensitive),Antibiotic, penicillin (penicillinase sensitive),AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (broad spectrum),Penicillin (penicillinase sensitive),Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic)"
82600001,"Amoxycillin Ranbaxy",http://www.mydr.com.au/medicines/cmis/amoxycillin-ranbaxy-capsules,09642,"Amoxycillin,Amoxicillin,Fluorescein sodium,Felodipine","Antibiotic, penicillin (penicillinase sensitive),Antibiotic, penicillin (penicillinase sensitive),AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (broad spectrum),Penicillin (penicillinase sensitive),Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic)"
82060001,"Amoxycillin Sandoz Capsules and Suspension",http://www.mydr.com.au/medicines/cmis/amoxycillin-sandoz-capsules-and-suspension,09511,"Amoxycillin,Amoxicillin,Fluorescein sodium,Sodium hyaluronate,Felodipine,Charcoal, activated","Penicillin (broad spectrum),AIDS (acquired immune deficiency syndrome),Penicillin (acid stable),Bacterial infection, systemic,Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
70410001,"Amoxycillin Sandoz Tablets",http://www.mydr.com.au/medicines/cmis/amoxycillin-sandoz-tablets,08220,"Amoxycillin,Amoxicillin,Fluorescein sodium,Felodipine","Antibiotic, penicillin (penicillinase sensitive),Antibiotic, penicillin (penicillinase sensitive),AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (broad spectrum),Penicillin (penicillinase sensitive),Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic)"
85560001,Amoxycillin-GA,http://www.mydr.com.au/medicines/cmis/amoxycillin-ga-capsules,10530,"Amoxycillin,Amoxicillin,Fluorescein sodium,Sodium hyaluronate,Felodipine,Charcoal, activated","Penicillin (broad spectrum),AIDS (acquired immune deficiency syndrome),Penicillin (acid stable),Bacterial infection, systemic,Antibiotic, penicillin (broad spectrum),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
23420001,"Amoxyclav AN",http://www.mydr.com.au/medicines/cmis/amoxyclav-an,11127,"Clavulanic acid,Amoxycillin,Amoxicillin,Sodium hyaluronate,Prednisolone sodium phosphate,Charcoal, activated","AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (acid stable),Penicillin (penicillinase resistant),Antibiotic, penicillin (penicillinase resistant),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
87190001,"AmoxyClav GH",http://www.mydr.com.au/medicines/cmis/amoxyclav-gh-875-125-tablets,10761,"Clavulanic acid,Amoxycillin,Amoxicillin,Sodium hyaluronate,Prednisolone sodium phosphate,Charcoal, activated","AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (acid stable),Penicillin (penicillinase resistant),Antibiotic, penicillin (penicillinase resistant),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
23430001,"AmoxyClav RBX",http://www.mydr.com.au/medicines/cmis/amoxyclav-rbx-875-125-tablets,11432,"Clavulanic acid,Amoxycillin,Amoxicillin,Sodium hyaluronate,Prednisolone sodium phosphate,Charcoal, activated","AIDS (acquired immune deficiency syndrome),Bacterial infection, systemic,Penicillin (acid stable),Penicillin (penicillinase resistant),Antibiotic, penicillin (penicillinase resistant),Infection, bacterial (systemic),Antibiotic, penicillin (acid stable),Antibiotic, penicillin (penicillinase sensitive)"
8410001,Ampicyn,http://www.mydr.com.au/medicines/cmis/ampicyn-powder-for-injection,07611,"Amylase,Fluorescein sodium,Ampicillin sodium,Felodipine","Infection, bacterial (systemic),Antibiotic, penicillin (penicillinase sensitive),Penicillin (broad spectrum),Vitamin A deficiency,AIDS (acquired immune deficiency syndrome),Antibiotic, penicillin (broad spectrum),Bacterial infection, systemic"
4920001,Anafranil,http://www.mydr.com.au/medicines/cmis/anafranil-tablets,08270,"Theophylline,Triamcinolone acetonide,Clomipramine hydrochloride,Atenolol,Propranolol hydrochloride,Ipratropium bromide,Perindopril erbumine,Beclomethasone dipropionate","Tricyclic antidepressant,Narcolepsy,Obsessive compulsive disorder,Urticaria,Thyroid hormone,Depression,Antibiotic, penicillin (penicillinase sensitive),Antidepressant, tricyclic,Mood disorder,Cardiac arrhythmia, supraventricular,Affective disorder"
70470001,Anagraine,http://www.mydr.com.au/medicines/cmis/anagraine-tablets,06792,"Paracetamol,Metoclopramide hydrochloride,Pravastatin sodium,Moclobemide,Nicotinic acid,Amylase,Gemfibrozil,Acetaminophen,Lignocaine,Benzyl benzoate","Antinauseant, other,Vasodilator, coronary,Analgesic,Bronchodilator, anticholinergic,Antibiotic, penicillin (penicillinase sensitive),Vomiting,Nausea,Antiemetic, other,Migraine, treatment,Pain,Emesis"
3380001,Anamorph,http://www.mydr.com.au/medicines/cmis/anamorph-tablets,03642,"Morphine sulfate,Cyproheptadine hydrochloride","Pain, severe,Analgesic, narcotic,Beta-adrenergic blocker, nonselective (ocular),Antibiotic, penicillin (penicillinase sensitive),Narcotic analgesic,Opioid,Carcinoma, endometrial"
35850001,Anandron,http://www.mydr.com.au/medicines/cmis/anandron-tablets,09125,"Nilutamide,Triglycerides, medium chain,Propamidine isethionate,Bismuth subnitrate","Diuretic, loop,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Prostatic carcinoma,Carcinoma, prostatic,Cancer, prostatic"
85300001,Anapen,http://www.mydr.com.au/medicines/cmis/anapen,10804,"Propoxyphene napsylate,Epinephrine,DDI,Thrombin,Adrenaline","Antibiotic, penicillin (penicillinase sensitive),Vulvar carcinoma, prevention,Neurokinin-1 (NK1) receptor antagonist,Anaphylaxis,Sympathomimetic,Manic depressive state,Gonorrhoea"
29430001,Anaprox,http://www.mydr.com.au/medicines/cmis/anaprox-tablets,08642,"Metronidazole,Labetalol hydrochloride,Captopril,Naproxen sodium,Lignocaine,Allergen extracts,Diphenoxylate hydrochloride,Cetirizine hydrochloride,Loperamide hydrochloride,Trimeprazine tartrate","Anti-inflammatory, nonsteroidal (systemic),Ankylosing spondylitis,Laxative, other,Rheumatoid condition,OA (osteoarthritis),Gout,Antibiotic, penicillin (penicillinase sensitive),RA (rheumatoid arthritis),Angina pectoris, stable,NSAID, systemic,Pain,Arthritis, osteo,Migraine, treatment,Osteoarthritis,Arthritis, rheumatoid,Analgesic,Rheumatoid arthritis,Nonsteroidal anti-inflammatory (systemic)"
92220001,Anastrol,http://www.mydr.com.au/medicines/cmis/anastrol-tablets,10280,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
23440001,"Anastrozole AN",http://www.mydr.com.au/medicines/cmis/anastrozole-an-tablets,11128,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
92250001,"Anastrozole GH",http://www.mydr.com.au/medicines/cmis/anastrozole-gh-tablets,10945,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
92280001,"Anastrozole RBX",http://www.mydr.com.au/medicines/cmis/anastrozole-rbx-tablets,10322,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
92290001,"Anastrozole Sandoz",http://www.mydr.com.au/medicines/cmis/anastrozole-sandoz-tablets,10277,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
92780001,"Anastrozole Synthon",http://www.mydr.com.au/medicines/cmis/anastrozole-synthon-tablets,10450,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
92230001,Anastrozole-DRLA,http://www.mydr.com.au/medicines/cmis/anastrozole-drla-tablets,10965,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
92240001,Anastrozole-GA,http://www.mydr.com.au/medicines/cmis/anastrozole-ga-tablets,10341,"Anastrozole,Triglycerides, medium chain,Sulfacetamide sodium,Clonazepam","Cytotoxic,Antibiotic, penicillin (penicillinase sensitive),Oral inflammation,Antineoplastic,Breast carcinoma,Cancer, breast,Carcinoma, breast,Mammary carcinoma"
9090002,Ancotil,http://www.mydr.com.au/medicines/cmis/ancotil-infusion,08906,"Oxybutynin hydrochloride,5-Fluorocytosine,Retinol,Vitamin E acetate,Flucytosine,Carbidopa","Antifungal, systemic,Lymphoma, mantle cell,Infestation, worm,Fungal infection,Fungal infection, systemic,Antifungal,Candidiasis, systemic,Haemophilus influenzae, prophylaxis,Infection, fungal,Infection, fungal (systemic),Antibiotic, penicillin (penicillinase sensitive)"
97650001,Andepra,http://www.mydr.com.au/medicines/cmis/andepra-capsules,10644,"Immunoglobulin, normal (human),Immunoglobulin (hepatitis B),Ipratropium bromide,Beclomethasone dipropionate,Atenolol,Duloxetine,Cinchocaine hydrochloride,AZT (azidothymidine)","SNRI,Antidepressant, serotonin and noradrenaline reuptake inhibitor,Neuropathic pain,SNRI (serotonin and noradrenaline reuptake inhibitors),Anxiolytic,Mood disorder,Thyroid hormone,Affective disorder,Antibiotic, penicillin (penicillinase sensitive),Depression,Anxiety state,Serotonin and noradrenaline reuptake inhibitor"
6360001,"Andriol Testocaps",http://www.mydr.com.au/medicines/cmis/andriol-testocaps,05584,"Testosterone undecanoate,Mumps vaccine, live,Noradrenaline acid tartrate,Protease","Hypogonadism, male,Antibiotic, penicillin (penicillinase sensitive),Beta-blocker, nonselective,Androgen,Asthma, bronchial,Steroid, androgenic"
7460001,Androcur,http://www.mydr.com.au/medicines/cmis/androcur-tablets,04964,"Aciclovir,Didanosine,Cyproterone acetate,Azidothymidine,Triglycerides, medium chain,Bethanechol chloride,Propamidine isethionate,Bismuth subnitrate,Chlorhexidine gluconate,Glucose,Mumps vaccine, live","Antiandrogen,Alopecia,Antibiotic, penicillin (penicillinase sensitive),Hirsutism,Hormone, antiandrogenic,Oral inflammation,Acne,Prostatic carcinoma,Behavioural disorder,Carcinoma, prostatic,Steroid, antiandrogenic,Cancer, prostatic,Antibiotic, macrolide,Beta-blocker, nonselective"
32590001,Androcur-100,http://www.mydr.com.au/medicines/cmis/androcur-100-tablets,11464,"Cyproterone acetate,Triglycerides, medium chain,Propamidine isethionate,Mumps vaccine, live,Bismuth subnitrate,Glucose","Oral inflammation,Prostatic carcinoma,Beta-blocker, nonselective,Carcinoma, prostatic,Cancer, prostatic,Antibiotic, macrolide,Antibiotic, penicillin (penicillinase sensitive)"
54550001,Androderm,http://www.mydr.com.au/medicines/cmis/androderm-transdermal-patch,09184,"Testosterone,Mumps vaccine, live,Noradrenaline acid tartrate","Impotence, male,Hypogonadism, male,Antibiotic, penicillin (penicillinase sensitive),Beta-blocker, nonselective,Androgen,Steroid, androgenic"
56770001,"AndroFeme 1",http://www.mydr.com.au/medicines/cmis/androfeme-1-cream,10595,"Testosterone,Mumps vaccine, live,Noradrenaline acid tartrate","Steroid, androgenic,Antibiotic, penicillin (penicillinase sensitive),Beta-blocker, nonselective,Androgen"
96960001,"AndroForte 2",http://www.mydr.com.au/medicines/cmis/androforte-2-transdermal-cream,10590,"Testosterone,Mumps vaccine, live,Noradrenaline acid tartrate","Steroid, androgenic,Hypogonadism, male,Antibiotic, penicillin (penicillinase sensitive),Beta-blocker, nonselective,Androgen"
96970001,"AndroForte 5",http://www.mydr.com.au/medicines/cmis/androforte-5-transdermal-cream,10589,"Testosterone,Mumps vaccine, live,Noradrenaline acid tartrate","Steroid, androgenic,Hypogonadism, male,Antibiotic, penicillin (penicillinase sensitive),Beta-blocker, nonselective,Androgen"
21440001,Anexate,http://www.mydr.com.au/medicines/cmis/anexate-solution-for-injection,05494,"Flumazenil,Nitrofurantoin,Captopril","Overdose, benzodiazepine,Antagonist, benzodiazepine,Antibiotic, penicillin (penicillinase sensitive),Ocular infection,Benzodiazepine antagonist,Angina pectoris, stable"
74370001,"Angeliq 1/2",http://www.mydr.com.au/medicines/cmis/angeliq-1-2-tablets,08013,"Fluorometholone,Prednisolone acetate,Mumps vaccine, live,Vigabatrin,Oestradiol,Magnesium sulfate,Estradiol,Glucose,Drospirenone","Steroid, progestogenic,Climacteric disorder,Steroid, oestrogenic,HRT (hormone replacement therapy),Menopausal disorder,Beta-blocker, nonselective,Antibiotic, penicillin (penicillinase sensitive),Progestogen,Oestrogen,Hormone replacement therapy,Antibiotic, macrolide"
1930001,Anginine,http://www.mydr.com.au/medicines/cmis/anginine-tablets,08177,"Amylase,Nitroglycerine,GTN (glyceryl trinitrate),Glyceryl trinitrate,Clonidine hydrochloride,Captopril","Erythema nodosum leprosum,Antibiotic, glycopeptide,Giardiasis,Angina pectoris, variant,Vaginitis, infective,Angina pectoris, stable,Antibiotic, penicillin (penicillinase sensitive)"
72150001,Angiomax,http://www.mydr.com.au/medicines/cmis/angiomax-powder-for-injection,05820,"Bivalirudin,Pseudoephedrine sulfate,Dexchlorpheniramine maleate,Ascorbic acid","Embolism,Antibiotic, penicillin (penicillinase sensitive),Clotting disorder,Coagulation disorder,Anticoagulant,Coagulopathy"
23350001,"Anoro Ellipta",http://www.mydr.com.au/medicines/cmis/anoro-ellipta-powder-for-inhalation,11109,"Rifampin,Eicosapentaenoic acid,Thiopentone sodium,Vilanterol,Prilocaine hydrochloride,Umeclidinium,Potassium chloride,Tacrolimus,Metoclopramide hydrochloride,Albuterol","COPD (chronic obstructive pulmonary disease),COPD,Bronchodilator, sympathomimetic,Nephrotic syndrome,Antibiotic, penicillin (penicillinase sensitive),Sympathomimetic bronchodilator,Bronchoconstriction,Nephropathic cystinosis,Bronchospasm,Anticholinergic bronchodilator,Bronchodilator, anticholinergic,Chronic obstructive pulmonary disease"
1410001,Anpec,http://www.mydr.com.au/medicines/cmis/anpec-tablets,10574,"Diltiazem hydrochloride,Captopril,Verapamil hydrochloride,Triprolidine hydrochloride,Verapamil hydrochloride,Amitriptyline hydrochloride,Sodium bicarbonate,Perindopril erbumine,Famotidine,Clonidine hydrochloride","Angina pectoris, unstable,Antihypertensive,Angina pectoris, stable,Antibiotic, penicillin (penicillinase sensitive),Calcium antagonist,SVT (supraventricular tachycardia),Calcium antagonist,Fever,Hypertension,Cardiac arrhythmia, supraventricular,Allergic condition, ocular,Angina pectoris, variant"
