id,section_id,title,url,reviewed,created,pub_status,section_url,"canonical url"
437,17,Hydrocoeles,hydrocoeles,2015-09-25,"2008-12-03 11:11:38",1,mens-health,http://www.mydr.com.au/mens-health/hydrocoeles
439,12,"Inflammatory bowel disease (IBD)",inflammatory-bowel-disease-ibd,2013-04-08,"2008-12-03 11:11:38",1,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/inflammatory-bowel-disease-ibd
441,11,"Ice cream headache",ice-cream-headache,2015-09-29,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/ice-cream-headache
444,11,Insomnia,insomnia,2009-03-06,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/insomnia
445,29,"When to take your medicine",when-to-take-your-medicine,2010-11-19,"2008-12-03 11:11:38",1,medicines,http://www.mydr.com.au/medicines/when-to-take-your-medicine
446,24,"Pigeon toes",pigeon-toes,2012-12-21,"2008-12-03 11:11:38",1,skin-hair,http://www.mydr.com.au/skin-hair/pigeon-toes
447,24,Itch,itch,2015-10-23,"2008-12-03 11:11:38",1,skin-hair,http://www.mydr.com.au/skin-hair/itch
448,19,"New Year's health resolutions",new-year-s-health-resolutions,2010-07-21,"2008-12-03 11:11:38",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/new-year-s-health-resolutions
449,16,"Simple rules for child-rearing",simple-rules-for-child-rearing,2015-08-03,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/simple-rules-for-child-rearing
450,16,"Reflux in children",reflux-in-children,2009-10-12,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/reflux-in-children
451,20,"Osgood-Schlatter disease",osgood-schlatter-disease,2013-02-28,"2008-12-03 11:11:38",1,pain,http://www.mydr.com.au/pain/osgood-schlatter-disease
452,16,"Knock knees",knock-knees,2012-12-12,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/knock-knees
453,19,"Lactose intolerance",lactose-intolerance,2011-07-08,"2008-12-03 11:11:38",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/lactose-intolerance
454,28,Laparoscopy,laparoscopy,2010-06-30,"2008-12-03 11:11:38",1,womens-health,http://www.mydr.com.au/womens-health/laparoscopy
460,21,"Whooping cough",whooping-cough,2012-12-05,"2008-12-03 11:11:38",1,respiratory-health,http://www.mydr.com.au/respiratory-health/whooping-cough
461,16,"When to see your doctor",when-to-see-your-doctor,2014-07-29,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/when-to-see-your-doctor
464,28,"Lichen sclerosus",lichen-sclerosus,2011-02-04,"2008-12-03 11:11:38",1,womens-health,http://www.mydr.com.au/womens-health/lichen-sclerosus
465,16,"Fifth disease",fifth-disease,2015-10-28,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/fifth-disease
466,6,"Babies and vomiting",babies-and-vomiting,2009-11-30,"2008-12-03 11:11:38",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/babies-and-vomiting
467,21,"Voice changes",voice-changes,2014-02-11,"2008-12-03 11:11:38",1,respiratory-health,http://www.mydr.com.au/respiratory-health/voice-changes
468,19,Vitamins,vitamins,2015-08-07,"2008-12-03 11:11:38",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/vitamins
469,24,"Leg ache",leg-ache,2009-02-16,"2008-12-03 11:11:38",1,skin-hair,http://www.mydr.com.au/skin-hair/leg-ache
472,24,"Systemic lupus erythematosus (SLE)",systemic-lupus-erythematosus-sle,2009-03-07,"2008-12-03 11:11:38",1,skin-hair,http://www.mydr.com.au/skin-hair/systemic-lupus-erythematosus-sle
476,24,Melanoma,melanoma,2015-10-06,"2008-12-03 11:11:38",1,skin-hair,http://www.mydr.com.au/skin-hair/melanoma
477,28,Menarche,menarche,2013-08-09,"2008-12-03 11:11:38",1,womens-health,http://www.mydr.com.au/womens-health/menarche
478,13,"Meniere's disease",meniere-s-disease,2013-05-01,"2008-12-03 11:11:38",1,hearing-health,http://www.mydr.com.au/hearing-health/meniere-s-disease
479,16,"Meningitis in children",meningitis-in-children,2009-10-19,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/meningitis-in-children
482,6,"Child development milestones ",child-development-milestones,2010-03-19,"2008-12-03 11:11:38",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/child-development-milestones
484,22,"Male menopause",male-menopause,2013-02-20,"2008-12-03 11:11:38",1,seniors-health,http://www.mydr.com.au/seniors-health/male-menopause
486,6,"Morning sickness ",morning-sickness,2009-03-06,"2008-12-03 11:11:38",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/morning-sickness
487,27,"Mosquito-borne diseases",mosquito-borne-diseases,2010-10-13,"2008-12-03 11:11:38",1,travel-health,http://www.mydr.com.au/travel-health/mosquito-borne-diseases
488,26,"Maternal serum screening test",maternal-serum-screening-test,2009-12-09,"2008-12-03 11:11:38",1,tests-investigations,http://www.mydr.com.au/tests-investigations/maternal-serum-screening-test
489,16,Mumps,mumps,2015-10-28,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/mumps
490,16,"Muscular dystrophy",muscular-dystrophy,2009-03-06,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/muscular-dystrophy
492,11,"Narcolepsy and cataplexy",narcolepsy-and-cataplexy,2009-11-23,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/narcolepsy-and-cataplexy
495,4,"NSAIDs and arthritis",nsaids-and-arthritis,2010-09-01,"2008-12-03 11:11:38",1,arthritis,http://www.mydr.com.au/arthritis/nsaids-and-arthritis
496,26,"Nuclear medicine and radioactivity",nuclear-medicine-and-radioactivity,2013-09-18,"2008-12-03 11:11:38",1,tests-investigations,http://www.mydr.com.au/tests-investigations/nuclear-medicine-and-radioactivity
498,18,"Obsessive compulsive disorder: what is it?",obsessive-compulsive-disorder-what-is-it,2012-10-24,"2008-12-03 11:11:38",1,mental-health,http://www.mydr.com.au/mental-health/obsessive-compulsive-disorder-what-is-it
499,22,Ageing,ageing,2009-10-23,"2008-12-03 11:11:38",1,seniors-health,http://www.mydr.com.au/seniors-health/ageing
502,4,"Paget's disease of bone",paget-s-disease-of-bone,2009-03-06,"2008-12-03 11:11:38",1,arthritis,http://www.mydr.com.au/arthritis/paget-s-disease-of-bone
503,18,"Panic disorder",panic-disorder,2010-01-26,"2008-12-03 11:11:38",1,mental-health,http://www.mydr.com.au/mental-health/panic-disorder
505,11,Hyperparathyroidism,hyperparathyroidism,2009-02-16,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/hyperparathyroidism
506,6,"Paracetamol for children",paracetamol-for-children,2015-12-31,"2008-12-03 11:11:38",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/paracetamol-for-children
510,28,"Pelvic floor muscle exercises",pelvic-floor-muscle-exercises,2013-05-14,"2008-12-03 11:11:38",1,womens-health,http://www.mydr.com.au/womens-health/pelvic-floor-muscle-exercises
514,11,"Bleeding gums",bleeding-gums,2016-02-09,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/bleeding-gums
517,6,"Pneumococcal disease vaccination",pneumococcal-disease-vaccination,2012-12-19,"2008-12-03 11:11:38",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/pneumococcal-disease-vaccination
518,11,"Accidental poisoning",accidental-poisoning,2010-09-08,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/accidental-poisoning
519,14,"Polycythaemia vera",polycythaemia-vera,2013-05-01,"2008-12-03 11:11:38",1,heart-stroke,http://www.mydr.com.au/heart-stroke/polycythaemia-vera
521,6,"Baby's due date",babys-due-date,2013-08-05,"2008-12-03 11:11:38",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/babys-due-date
525,18,"Post-traumatic stress disorder",post-traumatic-stress-disorder,2012-10-31,"2008-12-03 11:11:38",1,mental-health,http://www.mydr.com.au/mental-health/post-traumatic-stress-disorder
526,2,"Quitting smoking",quitting-smoking,2012-12-20,"2008-12-03 11:11:38",1,addictions,http://www.mydr.com.au/addictions/quitting-smoking
528,14,"Raynaud's disease",raynauds-disease,2012-12-19,"2008-12-03 11:11:38",1,heart-stroke,http://www.mydr.com.au/heart-stroke/raynauds-disease
529,16,"Healthy diet for children",healthy-diet-for-children,2015-08-01,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/healthy-diet-for-children
536,27,"Ross River virus",ross-river-virus,2015-10-06,"2008-12-03 11:11:38",1,travel-health,http://www.mydr.com.au/travel-health/ross-river-virus
540,18,Schizophrenia,schizophrenia,2010-01-26,"2008-12-03 11:11:38",1,mental-health,http://www.mydr.com.au/mental-health/schizophrenia
541,24,Scleroderma,scleroderma,2009-03-07,"2008-12-03 11:11:38",1,skin-hair,http://www.mydr.com.au/skin-hair/scleroderma
543,26,"Screening tests",screening-tests,2009-10-21,"2008-12-03 11:11:38",1,tests-investigations,http://www.mydr.com.au/tests-investigations/screening-tests
544,27,"Motion sickness",motion-sickness,2012-12-20,"2008-12-03 11:11:38",1,travel-health,http://www.mydr.com.au/travel-health/motion-sickness
546,28,"Iron and your body",iron-and-your-body,2009-09-21,"2008-12-03 11:11:38",1,womens-health,http://www.mydr.com.au/womens-health/iron-and-your-body
548,18,"Social anxiety disorder",social-anxiety-disorder,2013-01-16,"2008-12-03 11:11:38",1,mental-health,http://www.mydr.com.au/mental-health/social-anxiety-disorder
549,6,"Sudden infant death syndrome (SIDS)",sudden-infant-death-syndrome-sids,2009-11-18,"2008-12-03 11:11:38",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/sudden-infant-death-syndrome-sids
550,21,Sinusitis,sinusitis,2015-06-05,"2008-12-03 11:11:38",1,respiratory-health,http://www.mydr.com.au/respiratory-health/sinusitis
552,11,"Sleep: top tips for restful sleep",sleep-top-tips-for-restful-sleep,2015-04-08,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/sleep-top-tips-for-restful-sleep
557,18,"Suicide in teenagers",suicide-in-teenagers,2012-12-07,"2008-12-03 11:11:38",1,mental-health,http://www.mydr.com.au/mental-health/suicide-in-teenagers
558,10,"Eyes in the sun",eyes-in-the-sun,2015-10-14,"2008-12-03 11:11:38",1,eye-health,http://www.mydr.com.au/eye-health/eyes-in-the-sun
560,10,Tears,tears,2010-10-06,"2008-12-03 11:11:38",1,eye-health,http://www.mydr.com.au/eye-health/tears
561,16,"Adolescents: advice for parents",adolescents-advice-for-parents,2012-12-21,"2008-12-03 11:11:38",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/adolescents-advice-for-parents
563,25,"Tennis elbow",tennis-elbow,2015-11-07,"2008-12-03 11:11:38",1,sports-fitness,http://www.mydr.com.au/sports-fitness/tennis-elbow
564,17,"Undescended testicles",undescended-testicles,2009-12-07,"2008-12-03 11:11:38",1,mens-health,http://www.mydr.com.au/mens-health/undescended-testicles
565,11,Tetanus,tetanus,2015-10-29,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/tetanus
566,28,Thrush,thrush,2011-03-09,"2008-12-03 11:11:38",1,womens-health,http://www.mydr.com.au/womens-health/thrush
567,11,"Thyroid gland",thyroid-gland,2012-12-19,"2008-12-03 11:11:38",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/thyroid-gland
568,14,"TIA: transient ischaemic attack",tia-transient-ischaemic-attack,2009-05-02,"2008-12-03 11:11:38",1,heart-stroke,http://www.mydr.com.au/heart-stroke/tia-transient-ischaemic-attack
569,13,Tinnitus,tinnitus,2013-04-21,"2008-12-03 11:11:38",1,hearing-health,http://www.mydr.com.au/hearing-health/tinnitus
572,6,"Toxaemia of pregnancy",toxaemia-of-pregnancy,2009-04-18,"2008-12-03 11:11:39",1,babies-pregnancy,http://www.mydr.com.au/babies-pregnancy/toxaemia-of-pregnancy
573,28,"Toxic shock syndrome",toxic-shock-syndrome,2011-03-09,"2008-12-03 11:11:39",1,womens-health,http://www.mydr.com.au/womens-health/toxic-shock-syndrome
574,12,"Peptic ulcers",peptic-ulcers,2009-09-30,"2008-12-03 11:11:39",1,gastrointestinal-health,http://www.mydr.com.au/gastrointestinal-health/peptic-ulcers
575,26,Ultrasound,ultrasound,2009-05-02,"2008-12-03 11:11:39",1,tests-investigations,http://www.mydr.com.au/tests-investigations/ultrasound
576,11,Vaccination,vaccination,2014-02-28,"2008-12-03 11:11:39",1,first-aid-self-care,http://www.mydr.com.au/first-aid-self-care/vaccination
577,28,"Varicose veins",varicose-veins,2013-01-09,"2008-12-03 11:11:39",1,womens-health,http://www.mydr.com.au/womens-health/varicose-veins
578,19,"Vegetarian diet",vegetarian-diet,2013-08-09,"2008-12-03 11:11:39",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/vegetarian-diet
2198,7,Leukaemia,leukaemia,2013-04-28,"2008-12-03 11:11:41",1,cancer-care,http://www.mydr.com.au/cancer-care/leukaemia
2199,19,"Obesity and overweight",obesity-and-overweight,2015-04-28,"2008-12-03 11:11:41",1,nutrition-weight,http://www.mydr.com.au/nutrition-weight/obesity-and-overweight
2200,26,Biopsy,biopsy,2010-01-29,"2008-12-03 11:11:41",1,tests-investigations,http://www.mydr.com.au/tests-investigations/biopsy
2201,26,Endoscopy,endoscopy,2009-12-02,"2008-12-03 11:11:41",1,tests-investigations,http://www.mydr.com.au/tests-investigations/endoscopy
2204,26,"Electrocardiogram - ECG",electrocardiogram-ecg,2015-11-06,"2008-12-03 11:11:41",1,tests-investigations,http://www.mydr.com.au/tests-investigations/electrocardiogram-ecg
2205,29,"Medicines: understanding your medicines",medicines-understanding-your-medicines,2012-12-12,"2008-12-03 11:11:41",1,medicines,http://www.mydr.com.au/medicines/medicines-understanding-your-medicines
2206,23,"Sexually transmitted infections (STIs)",sexually-transmitted-infections-stis,2012-06-27,"2008-12-03 11:11:41",1,sexual-health,http://www.mydr.com.au/sexual-health/sexually-transmitted-infections-stis
2207,14,Palpitations,palpitations,2009-04-18,"2008-12-03 11:11:41",1,heart-stroke,http://www.mydr.com.au/heart-stroke/palpitations
2208,23,"Genital herpes: what is it?",genital-herpes-what-is-it,2012-08-29,"2008-12-03 11:11:41",1,sexual-health,http://www.mydr.com.au/sexual-health/genital-herpes-what-is-it
2209,20,Teething,teething,2009-12-09,"2008-12-03 11:11:41",1,pain,http://www.mydr.com.au/pain/teething
2210,24,"Acne overview",acne-overview,2009-12-07,"2008-12-03 11:11:41",1,skin-hair,http://www.mydr.com.au/skin-hair/acne-overview
2212,16,Chickenpox,chickenpox,2012-12-12,"2008-12-03 11:11:41",1,kids-teens-health,http://www.mydr.com.au/kids-teens-health/chickenpox
